IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10400,29,99,21,0
10400,35,14.4,35,0
10400,49,16,30,0
10401,30,20.7,18,0
10401,56,30.4,70,0
10401,65,16.8,20,0
10401,71,17.2,60,0
10402,23,7.2,60,0
10402,63,35.1,65,0
10403,16,13.9,21,0.15
10403,48,10.2,70,0.15
10404,26,24.9,30,0.05
10404,42,11.2,40,0.05
10404,49,16,30,0.05
10405,3,8,50,0
10406,1,14.4,10,0
10406,21,8,30,0.1
10406,28,36.4,42,0.1
10406,36,15.2,5,0.1
10406,40,14.7,2,0.1
10407,11,16.8,30,0
10407,69,28.8,15,0
10407,71,17.2,15,0
10408,37,20.8,10,0
10408,54,5.9,6,0
10408,62,39.4,35,0
10409,14,18.6,12,0
10409,21,8,12,0
10410,33,2,49,0
10410,59,44,16,0
10411,41,7.7,25,0.2
10411,44,15.5,40,0.2
10411,59,44,9,0.2
10412,14,18.6,20,0.1
10413,1,14.4,24,0
10413,62,39.4,40,0
10413,76,14.4,14,0
10414,19,7.3,18,0.05
10414,33,2,50,0
10415,17,31.2,2,0
10415,33,2,20,0
10416,19,7.3,20,0
10416,53,26.2,10,0
10416,57,15.6,20,0
10417,38,210.8,50,0
10417,46,9.6,2,0.25
10417,68,10,36,0.25
10417,77,10.4,35,0
10418,2,15.2,60,0
10418,47,7.6,55,0
10418,61,22.8,16,0
10418,74,8,15,0
10419,60,27.2,60,0.05
10419,69,28.8,20,0.05
10420,9,77.6,20,0.1
10420,13,4.8,2,0.1
10420,70,12,8,0.1
10420,73,12,20,0.1
10421,19,7.3,4,0.15
10421,26,24.9,30,0
10421,53,26.2,15,0.15
10421,77,10.4,10,0.15
10422,26,24.9,2,0
10423,31,10,14,0
10423,59,44,20,0
10424,35,14.4,60,0.2
10424,38,210.8,49,0.2
10424,68,10,30,0.2
10425,55,19.2,10,0.25
10425,76,14.4,20,0.25
10426,56,30.4,5,0
10426,64,26.6,7,0
10427,14,18.6,35,0
10428,46,9.6,20,0
10429,50,13,40,0
10429,63,35.1,35,0.25
10430,17,31.2,45,0.2
10430,21,8,50,0
10430,56,30.4,30,0
10430,59,44,70,0.2
10431,17,31.2,50,0.25
10431,40,14.7,50,0.25
10431,47,7.6,30,0.25
10432,26,24.9,10,0
10432,54,5.9,40,0
