IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10917,30,25.89,1,0
10917,60,34,10,0
10918,1,18,60,0.25
10918,60,34,25,0.25
10919,16,17.45,24,0
10919,25,14,24,0
10919,40,18.4,20,0
10920,50,16.25,24,0
10921,35,18,10,0
10921,63,43.9,40,0
10922,17,39,15,0
10922,24,4.5,35,0
10923,42,14,10,0.2
10923,43,46,10,0.2
10923,67,14,24,0.2
10924,10,31,20,0.1
10924,28,45.6,30,0.1
10924,75,7.75,6,0
10925,36,19,25,0.15
10925,52,7,12,0.15
10926,11,21,2,0
10926,13,6,10,0
10926,19,9.2,7,0
10926,72,34.8,10,0
10927,20,81,5,0
10927,52,7,5,0
10927,76,18,20,0
10928,47,9.5,5,0
10928,76,18,5,0
10929,21,10,60,0
10929,75,7.75,49,0
10929,77,13,15,0
10930,21,10,36,0
10930,27,43.9,25,0
10930,55,24,25,0.2
10930,58,13.25,30,0.2
10931,13,6,42,0.15
10931,57,19.5,30,0
10932,16,17.45,30,0.1
10932,62,49.3,14,0.1
10932,72,34.8,16,0
10932,75,7.75,20,0.1
10933,53,32.8,2,0
10933,61,28.5,30,0
10934,6,25,20,0
10935,1,18,21,0
10935,18,62.5,4,0.25
10935,23,9,8,0.25
10936,36,19,30,0.2
10937,28,45.6,8,0
10937,34,14,20,0
10938,13,6,20,0.25
10938,43,46,24,0.25
10938,60,34,49,0.25
10938,71,21.5,35,0.25
10939,2,19,10,0.15
10939,67,14,40,0.15
10940,7,30,8,0
10940,13,6,20,0
10941,31,12.5,44,0.25
10941,62,49.3,30,0.25
10941,68,12.5,80,0.25
10941,72,34.8,50,0
10942,49,20,28,0
10943,13,6,15,0
10943,22,21,21,0
10943,46,12,15,0
10944,11,21,5,0.25
10944,44,19.45,18,0.25
10944,56,38,18,0
10945,13,6,20,0
10945,31,12.5,10,0
10946,10,31,25,0
10946,24,4.5,25,0
10946,77,13,40,0
10947,59,55,4,0
10948,50,16.25,9,0
10948,51,53,40,0
10948,55,24,4,0
10949,6,25,12,0
10949,10,31,30,0
10949,17,39,6,0
10949,62,49.3,60,0
10950,4,22,5,0
10951,33,2.5,15,0.05
10951,41,9.65,6,0.05
10951,75,7.75,50,0.05
10952,6,25,16,0.05
10952,28,45.6,2,0
10953,20,81,50,0.05
10953,31,12.5,50,0.05
10954,16,17.45,28,0.15
10954,31,12.5,25,0.15
10954,45,9.5,30,0
10954,60,34,24,0.15
10955,75,7.75,12,0.2
10956,21,10,12,0
10956,47,9.5,14,0
10956,51,53,8,0
10957,30,25.89,30,0
10957,35,18,40,0
10957,64,33.25,8,0
10958,5,21.35,20,0
10958,7,30,6,0
10958,72,34.8,5,0
10959,75,7.75,20,0.15
10960,24,4.5,10,0.25
10960,41,9.65,24,0
10961,52,7,6,0.05
10961,76,18,60,0
10962,7,30,45,0
10962,13,6,77,0
10962,53,32.8,20,0
10962,69,36,9,0
10962,76,18,44,0
10963,60,34,2,0.15
10964,18,62.5,6,0
10964,38,263.5,5,0
10964,69,36,10,0
10965,51,53,16,0
10966,37,26,8,0
10966,56,38,12,0.15
10966,62,49.3,12,0.15
10967,19,9.2,12,0
10967,49,20,40,0
10968,12,38,30,0
10968,24,4.5,30,0
10968,64,33.25,4,0
10969,46,12,9,0
10970,52,7,40,0.2
10971,29,123.79,14,0
10972,17,39,6,0
10972,33,2.5,7,0
10973,26,31.23,5,0
10973,41,9.65,6,0
10973,75,7.75,10,0
10974,63,43.9,10,0
10975,8,40,16,0
10975,75,7.75,10,0
10976,28,45.6,20,0
10977,39,18,30,0
10977,47,9.5,30,0
10977,51,53,10,0
10977,63,43.9,20,0
10978,8,40,20,0.15
10978,21,10,40,0.15
10978,40,18.4,10,0
10978,44,19.45,6,0.15
10979,7,30,18,0
10979,12,38,20,0
10979,24,4.5,80,0
10979,27,43.9,30,0
10979,31,12.5,24,0
10979,63,43.9,35,0
10980,75,7.75,40,0.2
10981,38,263.5,60,0
10982,7,30,20,0
10982,43,46,9,0
10983,13,6,84,0.15
10983,57,19.5,15,0
10984,16,17.45,55,0
10984,24,4.5,20,0
10984,36,19,40,0
10985,16,17.45,36,0.1
10985,18,62.5,8,0.1
10985,32,32,35,0.1
10986,11,21,30,0
10986,20,81,15,0
10986,76,18,10,0
10986,77,13,15,0
10987,7,30,60,0
10987,43,46,6,0
10987,72,34.8,20,0
10988,7,30,60,0
10988,62,49.3,40,0.1
10989,6,25,40,0
10989,11,21,15,0
10989,41,9.65,4,0
