IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10318,41,7.7,20,0
10318,76,14.4,6,0
10319,17,31.2,8,0
10319,28,36.4,14,0
10319,76,14.4,30,0
10320,71,17.2,30,0
10321,35,14.4,10,0
10322,52,5.6,20,0
10323,15,12.4,5,0
10323,25,11.2,4,0
10323,39,14.4,4,0
10324,16,13.9,21,0.15
10324,35,14.4,70,0.15
10324,46,9.6,30,0
10324,59,44,40,0.15
10324,63,35.1,80,0.15
10325,6,20,6,0
10325,13,4.8,12,0
10325,14,18.6,9,0
10325,31,10,4,0
10325,72,27.8,40,0
10326,4,17.6,24,0
10326,57,15.6,16,0
10326,75,6.2,50,0
10327,2,15.2,25,0.2
10327,11,16.8,50,0.2
10327,30,20.7,35,0.2
10327,58,10.6,30,0.2
10328,59,44,9,0
10328,65,16.8,40,0
10328,68,10,10,0
10329,19,7.3,10,0.05
10329,30,20.7,8,0.05
10329,38,210.8,20,0.05
10329,56,30.4,12,0.05
10330,26,24.9,50,0.15
10330,72,27.8,25,0.15
10331,54,5.9,15,0
10332,18,50,40,0.2
10332,42,11.2,10,0.2
10332,47,7.6,16,0.2
10333,14,18.6,10,0
10333,21,8,10,0.1
10333,71,17.2,40,0.1
10334,52,5.6,8,0
10334,68,10,10,0
10335,2,15.2,7,0.2
10335,31,10,25,0.2
10335,32,25.6,6,0.2
10335,51,42.4,48,0.2
10336,4,17.6,18,0.1
10337,23,7.2,40,0
10337,26,24.9,24,0
10337,36,15.2,20,0
10337,37,20.8,28,0
10337,72,27.8,25,0
10338,17,31.2,20,0
10338,30,20.7,15,0
10339,4,17.6,10,0
10339,17,31.2,70,0.05
10339,62,39.4,28,0
10340,18,50,20,0.05
10340,41,7.7,12,0.05
10340,43,36.8,40,0.05
10341,33,2,8,0
10341,59,44,9,0.15
10342,2,15.2,24,0.2
10342,31,10,56,0.2
10342,36,15.2,40,0.2
10342,55,19.2,40,0.2
10343,64,26.6,50,0
10343,68,10,4,0.05
10343,76,14.4,15,0
