IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10369,29,99,20,0
10369,56,30.4,18,0.25
10370,1,14.4,15,0.15
10370,64,26.6,30,0
10370,74,8,20,0.15
10371,36,15.2,6,0.2
10372,20,64.8,12,0.25
10372,38,210.8,40,0.25
10372,60,27.2,70,0.25
10372,72,27.8,42,0.25
10373,58,10.6,80,0.2
10373,71,17.2,50,0.2
10374,31,10,30,0
10374,58,10.6,15,0
10375,14,18.6,15,0
10375,54,5.9,10,0
10376,31,10,42,0.05
10377,28,36.4,20,0.15
10377,39,14.4,20,0.15
10378,71,17.2,6,0
10379,41,7.7,8,0.1
10379,63,35.1,16,0.1
10379,65,16.8,20,0.1
10380,30,20.7,18,0.1
10380,53,26.2,20,0.1
10380,60,27.2,6,0.1
10380,70,12,30,0
10381,74,8,14,0
10382,5,17,32,0
10382,18,50,9,0
10382,29,99,14,0
10382,33,2,60,0
10382,74,8,50,0
10383,13,4.8,20,0
10383,50,13,15,0
10383,56,30.4,20,0
10384,20,64.8,28,0
10384,60,27.2,15,0
10385,7,24,10,0.2
10385,60,27.2,20,0.2
10385,68,10,8,0.2
10386,24,3.6,15,0
10386,34,11.2,10,0
10387,24,3.6,15,0
10387,28,36.4,6,0
10387,59,44,12,0
10387,71,17.2,15,0
10388,45,7.6,15,0.2
10388,52,5.6,20,0.2
10388,53,26.2,40,0
10389,10,24.8,16,0
10389,55,19.2,15,0
10389,62,39.4,20,0
10389,70,12,30,0
10390,31,10,60,0.1
10390,35,14.4,40,0.1
10390,46,9.6,45,0
10390,72,27.8,24,0.1
10391,13,4.8,18,0
10392,69,28.8,50,0
10393,2,15.2,25,0.25
10393,14,18.6,42,0.25
10393,25,11.2,7,0.25
10393,26,24.9,70,0.25
10393,31,10,32,0
10394,13,4.8,10,0
10394,62,39.4,10,0
10395,46,9.6,28,0.1
10395,53,26.2,70,0.1
10395,69,28.8,8,0
10396,23,7.2,40,0
10396,71,17.2,60,0
10396,72,27.8,21,0
10397,21,8,10,0.15
10397,51,42.4,18,0.15
10398,35,14.4,30,0
10398,55,19.2,120,0.1
10399,68,10,60,0
10399,71,17.2,30,0
10399,76,14.4,35,0
10399,77,10.4,14,0
