IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10585,47,9.5,15,0
10586,52,7,4,0.15
10587,26,31.23,6,0
10587,35,18,20,0
10587,77,13,20,0
10588,18,62.5,40,0.2
10588,42,14,100,0.2
10589,35,18,4,0
10590,1,18,20,0
10590,77,13,60,0.05
10591,3,10,14,0
10591,7,30,10,0
10591,54,7.45,50,0
10592,15,15.5,25,0.05
10592,26,31.23,5,0.05
10593,20,81,21,0.2
10593,69,36,20,0.2
10593,76,18,4,0.2
10594,52,7,24,0
10594,58,13.25,30,0
10595,35,18,30,0.25
10595,61,28.5,120,0.25
10595,69,36,65,0.25
10596,56,38,5,0.2
10596,63,43.9,24,0.2
10596,75,7.75,30,0.2
10597,24,4.5,35,0.2
10597,57,19.5,20,0
10597,65,21.05,12,0.2
10598,27,43.9,50,0
10598,71,21.5,9,0
10599,62,49.3,10,0
10600,54,7.45,4,0
10600,73,15,30,0
10601,13,6,60,0
10601,59,55,35,0
10602,77,13,5,0.25
10603,22,21,48,0
10603,49,20,25,0.05
10604,48,12.75,6,0.1
10604,76,18,10,0.1
10605,16,17.45,30,0.05
10605,59,55,20,0.05
10605,60,34,70,0.05
10605,71,21.5,15,0.05
10606,4,22,20,0.2
10606,55,24,20,0.2
10606,62,49.3,10,0.2
10607,7,30,45,0
10607,17,39,100,0
10607,33,2.5,14,0
10607,40,18.4,42,0
10607,72,34.8,12,0
10608,56,38,28,0
10609,1,18,3,0
10609,10,31,10,0
10609,21,10,6,0
10610,36,19,21,0.25
10611,1,18,6,0
10611,2,19,10,0
10611,60,34,15,0
10612,10,31,70,0
10612,36,19,55,0
10612,49,20,18,0
10612,60,34,40,0
10612,76,18,80,0
10613,13,6,8,0.1
10613,75,7.75,40,0
10614,11,21,14,0
10614,21,10,8,0
10614,39,18,5,0
10615,55,24,5,0
10616,38,263.5,15,0.05
10616,56,38,14,0
10616,70,15,15,0.05
10616,71,21.5,15,0.05
10617,59,55,30,0.15
