IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10618,6,25,70,0
10618,56,38,20,0
10618,68,12.5,15,0
10619,21,10,42,0
10619,22,21,40,0
10620,24,4.5,5,0
10620,52,7,5,0
10621,19,9.2,5,0
10621,23,9,10,0
10621,70,15,20,0
10621,71,21.5,15,0
10622,2,19,20,0
10622,68,12.5,18,0.2
10623,14,23.25,21,0
10623,19,9.2,15,0.1
10623,21,10,25,0.1
10623,24,4.5,3,0
10623,35,18,30,0.1
10624,28,45.6,10,0
10624,29,123.79,6,0
10624,44,19.45,10,0
10625,14,23.25,3,0
10625,42,14,5,0
10625,60,34,10,0
10626,53,32.8,12,0
10626,60,34,20,0
10626,71,21.5,20,0
10627,62,49.3,15,0
10627,73,15,35,0.15
10628,1,18,25,0
10629,29,123.79,20,0
10629,64,33.25,9,0
10630,55,24,12,0.05
10630,76,18,35,0
10631,75,7.75,8,0.1
10632,2,19,30,0.05
10632,33,2.5,20,0.05
10633,12,38,36,0.15
10633,13,6,13,0.15
10633,26,31.23,35,0.15
10633,62,49.3,80,0.15
10634,7,30,35,0
10634,18,62.5,50,0
10634,51,53,15,0
10634,75,7.75,2,0
10635,4,22,10,0.1
10635,5,21.35,15,0.1
10635,22,21,40,0
10636,4,22,25,0
10636,58,13.25,6,0
10637,11,21,10,0
10637,50,16.25,25,0.05
10637,56,38,60,0.05
10638,45,9.5,20,0
10638,65,21.05,21,0
10638,72,34.8,60,0
10639,18,62.5,8,0
10640,69,36,20,0.25
10640,70,15,15,0.25
10641,2,19,50,0
10641,40,18.4,60,0
10642,21,10,30,0.2
10642,61,28.5,20,0.2
10643,28,45.6,15,0.25
10643,39,18,21,0.25
10643,46,12,2,0.25
10644,18,62.5,4,0.1
10644,43,46,20,0
10644,46,12,21,0.1
10645,18,62.5,20,0
10645,36,19,15,0
10646,1,18,15,0.25
10646,10,31,18,0.25
10646,71,21.5,30,0.25
10646,77,13,35,0.25
10647,19,9.2,30,0
10647,39,18,20,0
10648,22,21,15,0
10648,24,4.5,15,0.15
10649,28,45.6,20,0
10649,72,34.8,15,0
10650,30,25.89,30,0
10650,53,32.8,25,0.05
10650,54,7.45,30,0
