IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10433,56,30.4,28,0
10434,11,16.8,6,0
10434,76,14.4,18,0.15
10435,2,15.2,10,0
10435,22,16.8,12,0
10435,72,27.8,10,0
10436,46,9.6,5,0
10436,56,30.4,40,0.1
10436,64,26.6,30,0.1
10436,75,6.2,24,0.1
10437,53,26.2,15,0
10438,19,7.3,15,0.2
10438,34,11.2,20,0.2
10438,57,15.6,15,0.2
10439,12,30.4,15,0
10439,16,13.9,16,0
10439,64,26.6,6,0
10439,74,8,30,0
10440,2,15.2,45,0.15
10440,16,13.9,49,0.15
10440,29,99,24,0.15
10440,61,22.8,90,0.15
10441,27,35.1,50,0
10442,11,16.8,30,0
10442,54,5.9,80,0
10442,66,13.6,60,0
10443,11,16.8,6,0.2
10443,28,36.4,12,0
10444,17,31.2,10,0
10444,26,24.9,15,0
10444,35,14.4,8,0
10444,41,7.7,30,0
10445,39,14.4,6,0
10445,54,5.9,15,0
10446,19,7.3,12,0.1
10446,24,3.6,20,0.1
10446,31,10,3,0.1
10446,52,5.6,15,0.1
10447,19,7.3,40,0
10447,65,16.8,35,0
10447,71,17.2,2,0
10448,26,24.9,6,0
10448,40,14.7,20,0
10449,10,24.8,14,0
10449,52,5.6,20,0
10449,62,39.4,35,0
10450,10,24.8,20,0.2
10450,54,5.9,6,0.2
10451,55,19.2,120,0.1
10451,64,26.6,35,0.1
10451,65,16.8,28,0.1
10451,77,10.4,55,0.1
10452,28,36.4,15,0
10452,44,15.5,100,0.05
10453,48,10.2,15,0.1
10453,70,12,25,0.1
10454,16,13.9,20,0.2
10454,33,2,20,0.2
10454,46,9.6,10,0.2
10455,39,14.4,20,0
10455,53,26.2,50,0
10455,61,22.8,25,0
10455,71,17.2,30,0
10456,21,8,40,0.15
10456,49,16,21,0.15
10457,59,44,36,0
10458,26,24.9,30,0
10458,28,36.4,30,0
10458,43,36.8,20,0
10458,56,30.4,15,0
10458,71,17.2,50,0
10459,7,24,16,0.05
10459,46,9.6,20,0.05
10459,72,27.8,40,0
10460,68,10,21,0.25
10460,75,6.2,4,0.25
10461,21,8,40,0.25
10461,30,20.7,28,0.25
10461,55,19.2,60,0.25
