IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10990,21,10,65,0
10990,34,14,60,0.15
10990,55,24,65,0.15
10990,61,28.5,66,0.15
10991,2,19,50,0.2
10991,70,15,20,0.2
10991,76,18,90,0.2
10992,72,34.8,2,0
10993,29,123.79,50,0.25
10993,41,9.65,35,0.25
10994,59,55,18,0.05
10995,51,53,20,0
10995,60,34,4,0
10996,42,14,40,0
10997,32,32,50,0
10997,46,12,20,0.25
10997,52,7,20,0.25
10998,24,4.5,12,0
10998,61,28.5,7,0
10998,74,10,20,0
10998,75,7.75,30,0
10999,41,9.65,20,0.05
10999,51,53,15,0.05
10999,77,13,21,0.05
11000,4,22,25,0.25
11000,24,4.5,30,0.25
11000,77,13,30,0
11001,7,30,60,0
11001,22,21,25,0
11001,46,12,25,0
11001,55,24,6,0
11002,13,6,56,0
11002,35,18,15,0.15
11002,42,14,24,0.15
11002,55,24,40,0
11003,1,18,4,0
11003,40,18.4,10,0
11003,52,7,10,0
11004,26,31.23,6,0
11004,76,18,6,0
11005,1,18,2,0
11005,59,55,10,0
11006,1,18,8,0
11006,29,123.79,2,0.25
11007,8,40,30,0
11007,29,123.79,10,0
11007,42,14,14,0
11008,28,45.6,70,0.05
11008,34,14,90,0.05
11008,71,21.5,21,0
11009,24,4.5,12,0
11009,36,19,18,0.25
11009,60,34,9,0
11010,7,30,20,0
11010,24,4.5,10,0
11011,58,13.25,40,0.05
11011,71,21.5,20,0
11012,19,9.2,50,0.05
11012,60,34,36,0.05
11012,71,21.5,60,0.05
11013,23,9,10,0
11013,42,14,4,0
11013,45,9.5,20,0
11013,68,12.5,2,0
11014,41,9.65,28,0.1
11015,30,25.89,15,0
11015,77,13,18,0
11016,31,12.5,15,0
11016,36,19,16,0
11017,3,10,25,0
11017,59,55,110,0
11017,70,15,30,0
11018,12,38,20,0
11018,18,62.5,10,0
11018,56,38,5,0
11019,46,12,3,0
11019,49,20,2,0
11020,10,31,24,0.15
11021,2,19,11,0.25
11021,20,81,15,0
11021,26,31.23,63,0
11021,51,53,44,0.25
11021,72,34.8,35,0
11022,19,9.2,35,0
11022,69,36,30,0
11023,7,30,4,0
11023,43,46,30,0
11024,26,31.23,12,0
11024,33,2.5,30,0
11024,65,21.05,21,0
11024,71,21.5,50,0
11025,1,18,10,0.1
11025,13,6,20,0.1
11026,18,62.5,8,0
11026,51,53,10,0
11027,24,4.5,30,0.25
11027,62,49.3,21,0.25
11028,55,24,35,0
11028,59,55,24,0
11029,56,38,20,0
11029,63,43.9,12,0
11030,2,19,100,0.25
11030,5,21.35,70,0
11030,29,123.79,60,0.25
11030,59,55,100,0.25
11031,1,18,45,0
11031,13,6,80,0
11031,24,4.5,21,0
11031,64,33.25,20,0
11031,71,21.5,16,0
11032,36,19,35,0
11032,38,263.5,25,0
11032,59,55,30,0
11033,53,32.8,70,0.1
11033,69,36,36,0.1
11034,21,10,15,0.1
11034,44,19.45,12,0
11034,61,28.5,6,0
11035,1,18,10,0
11035,35,18,60,0
11035,42,14,30,0
11035,54,7.45,10,0
11036,13,6,7,0
11036,59,55,30,0
11037,70,15,4,0
11038,40,18.4,5,0.2
11038,52,7,2,0
11038,71,21.5,30,0
11039,28,45.6,20,0
11039,35,18,24,0
11039,49,20,60,0
11039,57,19.5,28,0
11040,21,10,20,0
11041,2,19,30,0.2
11041,63,43.9,30,0
11042,44,19.45,15,0
11042,61,28.5,4,0
11043,11,21,10,0
11044,62,49.3,12,0
11045,33,2.5,15,0
11045,51,53,24,0
11046,12,38,20,0.05
11046,32,32,15,0.05
11046,35,18,18,0.05
11047,1,18,25,0.25
11047,5,21.35,30,0.25
11048,68,12.5,42,0
11049,2,19,10,0.2
11049,12,38,4,0.2
11050,76,18,50,0.1
11051,24,4.5,10,0.2
11052,43,46,30,0.2
11052,61,28.5,10,0.2
11053,18,62.5,35,0.2
11053,32,32,20,0
11053,64,33.25,25,0.2
11054,33,2.5,10,0
11054,67,14,20,0
11055,24,4.5,15,0
11055,25,14,15,0
11055,51,53,20,0
11055,57,19.5,20,0
11056,7,30,40,0
11056,55,24,35,0
11056,60,34,50,0
11057,70,15,3,0
11058,21,10,3,0
11058,60,34,21,0
11058,61,28.5,4,0
11059,13,6,30,0
11059,17,39,12,0
11059,60,34,35,0
11060,60,34,4,0
11060,77,13,10,0
11061,60,34,15,0
11062,53,32.8,10,0.2
11062,70,15,12,0.2
11063,34,14,30,0
11063,40,18.4,40,0.1
11063,41,9.65,30,0.1
