IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10555,14,23.25,30,0.2
10555,19,9.2,35,0.2
10555,24,4.5,18,0.2
10555,51,53,20,0.2
10555,56,38,40,0.2
10556,72,34.8,24,0
10557,64,33.25,30,0
10557,75,7.75,20,0
10558,47,9.5,25,0
10558,51,53,20,0
10558,52,7,30,0
10558,53,32.8,18,0
10558,73,15,3,0
10559,41,9.65,12,0.05
10559,55,24,18,0.05
10560,30,25.89,20,0
10560,62,49.3,15,0.25
10561,44,19.45,10,0
10561,51,53,50,0
10562,33,2.5,20,0.1
10562,62,49.3,10,0.1
10563,36,19,25,0
10563,52,7,70,0
10564,17,39,16,0.05
10564,31,12.5,6,0.05
10564,55,24,25,0.05
10565,24,4.5,25,0.1
10565,64,33.25,18,0.1
10566,11,21,35,0.15
10566,18,62.5,18,0.15
10566,76,18,10,0
10567,31,12.5,60,0.2
10567,51,53,3,0
10567,59,55,40,0.2
10568,10,31,5,0
10569,31,12.5,35,0.2
10569,76,18,30,0
10570,11,21,15,0.05
10570,56,38,60,0.05
10571,14,23.25,11,0.15
10571,42,14,28,0.15
10572,16,17.45,12,0.1
10572,32,32,10,0.1
10572,40,18.4,50,0
10572,75,7.75,15,0.1
10573,17,39,18,0
10573,34,14,40,0
10573,53,32.8,25,0
10574,33,2.5,14,0
10574,40,18.4,2,0
10574,62,49.3,10,0
10574,64,33.25,6,0
10575,59,55,12,0
10575,63,43.9,6,0
10575,72,34.8,30,0
10575,76,18,10,0
10576,1,18,10,0
10576,31,12.5,20,0
10576,44,19.45,21,0
10577,39,18,10,0
10577,75,7.75,20,0
10577,77,13,18,0
10578,35,18,20,0
10578,57,19.5,6,0
10579,15,15.5,10,0
10579,75,7.75,21,0
10580,14,23.25,15,0.05
10580,41,9.65,9,0.05
10580,65,21.05,30,0.05
10581,75,7.75,50,0.2
10582,57,19.5,4,0
10582,76,18,14,0
10583,29,123.79,10,0
10583,60,34,24,0.15
10583,69,36,10,0.15
10584,31,12.5,50,0.05
