IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10462,13,4.8,1,0
10462,23,7.2,21,0
10463,19,7.3,21,0
10463,42,11.2,50,0
10464,4,17.6,16,0.2
10464,43,36.8,3,0
10464,56,30.4,30,0.2
10464,60,27.2,20,0
10465,24,3.6,25,0
10465,29,99,18,0.1
10465,40,14.7,20,0
10465,45,7.6,30,0.1
10465,50,13,25,0
10466,11,16.8,10,0
10466,46,9.6,5,0
10467,24,3.6,28,0
10467,25,11.2,12,0
10468,30,20.7,8,0
10468,43,36.8,15,0
10469,2,15.2,40,0.15
10469,16,13.9,35,0.15
10469,44,15.5,2,0.15
10470,18,50,30,0
10470,23,7.2,15,0
10470,64,26.6,8,0
10471,7,24,30,0
10471,56,30.4,20,0
10472,24,3.6,80,0.05
10472,51,42.4,18,0
10473,33,2,12,0
10473,71,17.2,12,0
10474,14,18.6,12,0
10474,28,36.4,18,0
10474,40,14.7,21,0
10474,75,6.2,10,0
10475,31,10,35,0.15
10475,66,13.6,60,0.15
10475,76,14.4,42,0.15
10476,55,19.2,2,0.05
10476,70,12,12,0
10477,1,14.4,15,0
10477,21,8,21,0.25
10477,39,14.4,20,0.25
10478,10,24.8,20,0.05
10479,38,210.8,30,0
10479,53,26.2,28,0
10479,59,44,60,0
10479,64,26.6,30,0
10480,47,7.6,30,0
10480,59,44,12,0
10481,49,16,24,0
10481,60,27.2,40,0
10482,40,14.7,10,0
10483,34,11.2,35,0.05
10483,77,10.4,30,0.05
10484,21,8,14,0
10484,40,14.7,10,0
10484,51,42.4,3,0
10485,2,15.2,20,0.1
10485,3,8,20,0.1
10485,55,19.2,30,0.1
10485,70,12,60,0.1
10486,11,16.8,5,0
10486,51,42.4,25,0
10486,74,8,16,0
10487,19,7.3,5,0
10487,26,24.9,30,0
10487,54,5.9,24,0.25
10488,59,44,30,0
10488,73,12,20,0.2
10489,11,16.8,15,0.25
10489,16,13.9,18,0
10490,59,44,60,0
10490,68,10,30,0
10490,75,6.2,36,0
10491,44,15.5,15,0.15
10491,77,10.4,7,0.15
