IdPedido,IdProducto,PrecioUnidad,Cantidad,Descuento
10344,4,17.6,35,0
10344,8,32,70,0.25
10345,8,32,70,0
10345,19,7.3,80,0
10345,42,11.2,9,0
10346,17,31.2,36,0.1
10346,56,30.4,20,0
10347,25,11.2,10,0
10347,39,14.4,50,0.15
10347,40,14.7,4,0
10347,75,6.2,6,0.15
10348,1,14.4,15,0.15
10348,23,7.2,25,0
10349,54,5.9,24,0
10350,50,13,15,0.1
10350,69,28.8,18,0.1
10351,38,210.8,20,0.05
10351,41,7.7,13,0
10351,44,15.5,77,0.05
10351,65,16.8,10,0.05
10352,24,3.6,10,0
10352,54,5.9,20,0.15
10353,11,16.8,12,0.2
10353,38,210.8,50,0.2
10354,1,14.4,12,0
10354,29,99,4,0
10355,24,3.6,25,0
10355,57,15.6,25,0
10356,31,10,30,0
10356,55,19.2,12,0
10356,69,28.8,20,0
10357,10,24.8,30,0.2
10357,26,24.9,16,0
10357,60,27.2,8,0.2
10358,24,3.6,10,0.05
10358,34,11.2,10,0.05
10358,36,15.2,20,0.05
10359,16,13.9,56,0.05
10359,31,10,70,0.05
10359,60,27.2,80,0.05
10360,28,36.4,30,0
10360,29,99,35,0
10360,38,210.8,10,0
10360,49,16,35,0
10360,54,5.9,28,0
10361,39,14.4,54,0.1
10361,60,27.2,55,0.1
10362,25,11.2,50,0
10362,51,42.4,20,0
10362,54,5.9,24,0
10363,31,10,20,0
10363,75,6.2,12,0
10363,76,14.4,12,0
10364,69,28.8,30,0
10364,71,17.2,5,0
10365,11,16.8,24,0
10366,65,16.8,5,0
10366,77,10.4,5,0
10367,34,11.2,36,0
10367,54,5.9,18,0
10367,65,16.8,15,0
10367,77,10.4,7,0
10368,21,8,5,0.1
10368,28,36.4,13,0.1
10368,57,15.6,25,0
10368,64,26.6,35,0.1
