IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
10400,EASTC,1,2025-01-01,2025-01-29,2025-01-16,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,Reino Unido
10401,RATTC,1,2025-01-01,2025-01-29,2025-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10402,ERNSH,8,2025-01-02,2025-02-13,2025-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10403,ERNSH,4,2025-01-03,2025-01-31,2025-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10404,MAGAA,2,2025-01-03,2025-01-31,2025-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italia
10405,LINOD,1,2025-01-06,2025-02-03,2025-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10406,QUEEN,7,2025-01-07,2025-02-18,2025-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brasil
10407,OTTIK,2,2025-01-07,2025-02-04,2025-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10408,FOLIG,8,2025-01-08,2025-02-05,2025-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,Francia
10409,OCEAN,3,2025-01-09,2025-02-06,2025-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10410,BOTTM,3,2025-01-10,2025-02-07,2025-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,BOTTM,9,2025-01-10,2025-02-07,2025-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,WARTH,8,2025-01-13,2025-02-10,2025-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10413,LAMAI,3,2025-01-14,2025-02-11,2025-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10414,FAMIA,2,2025-01-14,2025-02-11,2025-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brasil
10415,HUNGC,3,2025-01-15,2025-02-12,2025-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,Estados Unidos
10416,WARTH,8,2025-01-16,2025-02-13,2025-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10417,SIMOB,4,2025-01-16,2025-02-13,2025-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Dinamarca
10418,QUICK,4,2025-01-17,2025-02-14,2025-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10419,RICSU,4,2025-01-20,2025-02-17,2025-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10420,WELLI,3,2025-01-21,2025-02-18,2025-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10421,QUEDE,8,2025-01-21,2025-03-04,2025-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brasil
10422,FRANS,2,2025-01-22,2025-02-19,2025-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italia
10423,GOURL,6,2025-01-23,2025-02-06,2025-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brasil
10424,MEREP,7,2025-01-23,2025-02-20,2025-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,LAMAI,6,2025-01-24,2025-02-21,2025-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10426,GALED,4,2025-01-27,2025-02-24,2025-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,España
10427,PICCO,4,2025-01-27,2025-02-24,2025-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,REGGC,7,2025-01-28,2025-02-25,2025-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
10429,HUNGO,3,2025-01-29,2025-03-12,2025-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Irlanda
10430,ERNSH,4,2025-01-30,2025-02-13,2025-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,BOTTM,4,2025-01-30,2025-02-13,2025-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,2025-01-31,2025-02-14,2025-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,Estados Unidos
