IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
10523,SEVES,7,2025-05-01,2025-05-29,2025-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,Reino Unido
10524,BERGS,1,2025-05-01,2025-05-29,2025-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10525,BONAP,1,2025-05-02,2025-05-30,2025-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10526,WARTH,4,2025-05-05,2025-06-02,2025-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10527,QUICK,7,2025-05-05,2025-06-02,2025-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10528,GREAL,6,2025-05-06,2025-05-20,2025-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10529,MAISD,5,2025-05-07,2025-06-04,2025-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgica
10530,PICCO,3,2025-05-08,2025-06-05,2025-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10531,OCEAN,7,2025-05-08,2025-06-05,2025-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10532,EASTC,7,2025-05-09,2025-06-06,2025-05-12,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,Reino Unido
10533,FOLKO,8,2025-05-12,2025-06-09,2025-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10534,LEHMS,8,2025-05-12,2025-06-09,2025-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10535,ANTON,4,2025-05-13,2025-06-10,2025-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10536,LEHMS,3,2025-05-14,2025-06-11,2025-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10537,RICSU,1,2025-05-14,2025-05-28,2025-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10538,BSBEV,9,2025-05-15,2025-06-12,2025-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10539,BSBEV,6,2025-05-16,2025-06-13,2025-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,Reino Unido
10540,QUICK,3,2025-05-19,2025-06-16,2025-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10541,HANAR,2,2025-05-19,2025-06-16,2025-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brasil
10542,KOENE,1,2025-05-20,2025-06-17,2025-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Alemania
10543,LILAS,8,2025-05-21,2025-06-18,2025-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,4,2025-05-21,2025-06-18,2025-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,Estados Unidos
10545,LAZYK,8,2025-05-22,2025-06-19,2025-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,Estados Unidos
10546,VICTE,1,2025-05-23,2025-06-20,2025-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,Francia
10547,SEVES,3,2025-05-23,2025-06-20,2025-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,Reino Unido
10548,TOMSP,3,2025-05-26,2025-06-23,2025-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Alemania
10549,QUICK,5,2025-05-27,2025-06-10,2025-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10550,GODOS,7,2025-05-28,2025-06-25,2025-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
10551,FURIB,4,2025-05-28,2025-07-09,2025-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10552,HILAA,2,2025-05-29,2025-06-26,2025-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,WARTH,2,2025-05-30,2025-06-27,2025-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finlandia
10554,OTTIK,4,2025-05-30,2025-06-27,2025-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
