IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
10917,ROMEY,4,2026-03-02,2026-03-30,2026-03-11,2,8.29,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,España
10918,BOTTM,3,2026-03-02,2026-03-30,2026-03-11,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10919,LINOD,2,2026-03-02,2026-03-30,2026-03-04,2,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10920,AROUT,4,2026-03-03,2026-03-31,2026-03-09,2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,Reino Unido
10921,VAFFE,1,2026-03-03,2026-04-14,2026-03-09,1,176.48,Vaffeljernet,Smagsloget 45,Århus,,8200,Dinamarca
10922,HANAR,5,2026-03-03,2026-03-31,2026-03-05,3,62.74,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brasil
10923,LAMAI,7,2026-03-03,2026-04-14,2026-03-13,3,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,Francia
10924,BERGS,3,2026-03-04,2026-04-01,2026-04-08,2,151.52,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Suecia
10925,HANAR,3,2026-03-04,2026-04-01,2026-03-13,1,2.27,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brasil
10926,ANATR,4,2026-03-04,2026-04-01,2026-03-11,3,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10927,LACOR,4,2026-03-05,2026-04-02,2026-04-08,1,19.79,La corne d'abondance,"67, avenue de l'Europe",Versailles,,78000,Francia
10928,GALED,1,2026-03-05,2026-04-02,2026-03-18,1,1.36,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,España
10929,FRANK,6,2026-03-05,2026-04-02,2026-03-12,1,33.93,Frankenversand,Berliner Platz 43,München,,80805,Alemania
10930,SUPRD,4,2026-03-06,2026-04-17,2026-03-18,3,15.55,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgica
10931,RICSU,4,2026-03-06,2026-03-20,2026-03-19,2,13.6,Richter Supermarkt,Starenweg 5,Genève,,1204,Suiza
10932,BONAP,8,2026-03-06,2026-04-03,2026-03-24,1,134.64,Bon app',"12, rue des Bouchers",Marseille,,13008,Francia
10933,ISLAT,6,2026-03-06,2026-04-03,2026-03-16,3,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,Reino Unido
10934,LEHMS,3,2026-03-09,2026-04-06,2026-03-12,3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
10935,WELLI,4,2026-03-09,2026-04-06,2026-03-18,3,47.59,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brasil
10936,GREAL,3,2026-03-09,2026-04-06,2026-03-18,2,33.68,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
10937,CACTU,7,2026-03-10,2026-03-24,2026-03-13,3,31.51,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10938,QUICK,3,2026-03-10,2026-04-07,2026-03-16,2,31.89,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10939,MAGAA,2,2026-03-10,2026-04-07,2026-03-13,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italia
