IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
10760,MAISD,4,2025-12-01,2025-12-29,2025-12-10,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgica
10761,RATTC,5,2025-12-02,2025-12-30,2025-12-08,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
10762,FOLKO,3,2025-12-02,2025-12-30,2025-12-09,1,328.74,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10763,FOLIG,3,2025-12-03,2025-12-31,2025-12-08,3,37.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,Francia
10764,ERNSH,6,2025-12-03,2025-12-31,2025-12-08,3,145.45,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10765,QUICK,3,2025-12-04,2026-01-01,2025-12-09,3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10766,OTTIK,4,2025-12-05,2026-01-02,2025-12-09,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
10767,SUPRD,4,2025-12-05,2026-01-02,2025-12-15,3,1.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgica
10768,AROUT,3,2025-12-08,2026-01-05,2025-12-15,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,Reino Unido
10769,VAFFE,3,2025-12-08,2026-01-05,2025-12-12,1,65.06,Vaffeljernet,Smagsloget 45,Århus,,8200,Dinamarca
10770,HANAR,8,2025-12-09,2026-01-06,2025-12-17,3,5.32,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brasil
10771,ERNSH,9,2025-12-10,2026-01-07,2026-01-02,2,11.19,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10772,LEHMS,3,2025-12-10,2026-01-07,2025-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Alemania
