IdPedido,IdCliente,IdEmpleado,FechaPedido,FechaEntrega,FechaEnvio,IdTransportista,Cargo,NombreDestinatario,DireccionDestinatario,CiudadDestinatario,RegionDestinatario,CodPostalDestinatario,PaisDestinatario
10990,ERNSH,2,2026-04-01,2026-05-13,2026-04-07,3,117.61,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10991,QUICK,1,2026-04-01,2026-04-29,2026-04-07,1,38.51,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10992,THEBI,1,2026-04-01,2026-04-29,2026-04-03,3,4.27,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,Estados Unidos
10993,FOLKO,7,2026-04-01,2026-04-29,2026-04-10,3,8.81,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
10994,VAFFE,2,2026-04-02,2026-04-16,2026-04-09,3,65.53,Vaffeljernet,Smagsloget 45,Århus,,8200,Dinamarca
10995,PERIC,1,2026-04-02,2026-04-30,2026-04-06,3,46,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10996,QUICK,4,2026-04-02,2026-04-30,2026-04-10,2,1.12,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Alemania
10997,LILAS,8,2026-04-03,2026-05-15,2026-04-13,2,73.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10998,WOLZA,8,2026-04-03,2026-04-17,2026-04-17,2,20.31,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Polonia
10999,OTTIK,6,2026-04-03,2026-05-01,2026-04-10,2,96.35,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Alemania
11000,RATTC,2,2026-04-06,2026-05-04,2026-04-14,3,55.12,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,Estados Unidos
11001,FOLKO,2,2026-04-06,2026-05-04,2026-04-14,2,197.3,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Suecia
11002,SAVEA,4,2026-04-06,2026-05-04,2026-04-16,1,141.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,Estados Unidos
11003,THECR,3,2026-04-06,2026-05-04,2026-04-08,3,14.91,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,Estados Unidos
11004,MAISD,3,2026-04-07,2026-05-05,2026-04-20,1,44.84,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgica
11005,WILMK,2,2026-04-07,2026-05-05,2026-04-10,1,0.75,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finlandia
11006,GREAL,3,2026-04-07,2026-05-05,2026-04-15,2,25.19,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,Estados Unidos
11007,PRINI,8,2026-04-08,2026-05-06,2026-04-13,2,202.24,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
11008,ERNSH,7,2026-04-08,2026-05-06,,3,79.46,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
11009,GODOS,2,2026-04-08,2026-05-06,2026-04-10,1,59.11,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,España
11010,REGGC,2,2026-04-09,2026-05-07,2026-04-21,2,28.71,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italia
11011,ALFKI,3,2026-04-09,2026-05-07,2026-04-13,1,1.21,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Alemania
11012,FRANK,1,2026-04-09,2026-04-23,2026-04-17,3,242.95,Frankenversand,Berliner Platz 43,München,,80805,Alemania
11013,ROMEY,2,2026-04-09,2026-05-07,2026-04-10,1,32.99,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,España
11014,LINOD,2,2026-04-10,2026-05-08,2026-04-15,3,23.6,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
11015,SANTG,2,2026-04-10,2026-04-24,2026-04-20,2,4.62,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Noruega
11016,AROUT,9,2026-04-10,2026-05-08,2026-04-13,2,33.8,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,Reino Unido
11017,ERNSH,9,2026-04-13,2026-05-11,2026-04-20,2,754.26,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
